IDType,project,package,complextype,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_data_class
4626,/mnt/qualitas/qualitas_corpus_compile/jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutSettings,1,36,4,89,0,3,5,53,97,520,5,2078,1633,4,0.115126,1,94,0,136,0.959583,0.292929,88,1.52809,1.660377,50,400,1,12877,545,22,426,16,1879,1530,33431,0,34,59,2,2,34,34,34,63,0,0,65,3,21,0,0,0,89,0,0,0,0,89,52,0,1,false
4627,/mnt/qualitas/qualitas_corpus_compile/jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,MoenLayoutAlgorithm,0,2,3,25,3,0,3,23,7,13,2,596,576,3,0.181159,2,43,0,69,0.970238,0.454545,64,2.76,2.782609,50,400,1,12877,545,22,426,16,1879,1530,33431,0,4,0,2,1,4,4,4,3,0,0,7,0,18,0,0,0,25,0,0,0,0,25,22,0,1,false
4641,/mnt/qualitas/qualitas_corpus_compile/jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutAlgorithm,1,7,1,55,3,32,3,48,46,13,2,2214,2128,3,0.326797,3,72,0,264,0.961755,0.392857,255,4.8,5.3125,50,400,1,12877,545,22,426,16,1879,1530,33431,0,15,23,8,0,17,17,17,29,0,0,13,35,7,0,0,0,55,0,0,0,0,55,46,0,2,false
4652,/mnt/qualitas/qualitas_corpus_compile/jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,SugiyamaLayoutAlgorithm.CellWrapper,1,5,0,11,0,0,0,6,6,0,1,121,83,0,0.177778,0,11,0,13,0.9,1,8,1.181818,1.333333,50,400,1,12877,545,22,426,16,1879,1530,33431,0,0,2,0,4,0,0,0,6,0,0,1,0,0,10,0,0,11,0,0,0,0,11,5,0,1,true
4653,/mnt/qualitas/qualitas_corpus_compile/jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,GEMLayoutAlgorithm,1,3,0,50,3,44,3,47,50,13,2,2044,2022,8,0.35,4,73,0,219,0.963673,0.318182,216,4.38,4.595745,50,400,1,12877,545,22,426,16,1879,1530,33431,0,12,25,13,0,14,14,14,36,0,0,10,33,7,0,0,0,50,0,0,0,0,50,46,0,1,false
4694,/mnt/qualitas/qualitas_corpus_compile/jgraphpad-5.10.0.2,org.jgraph.plugins.codecs,JGraphJGX.DelayedAttributeID,0,8,0,9,0,0,0,1,4,0,1,75,11,0,0.142857,0,9,0,9,0.875,0.111111,1,1,1,22,94,0,3009,112,22,426,16,1879,1530,33431,1,0,0,4,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,true
5068,/mnt/qualitas/qualitas_corpus_compile/jext-5.0,org.jext.textarea,CsWord,0,0,0,2,0,0,1,2,7,7,2,129,129,2,1,3,12,0,26,1,0.285714,26,13,13,9,18,0,348,18,37,485,19,2169,1864,34855,0,5,2,0,0,5,5,5,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,false
5069,/mnt/qualitas/qualitas_corpus_compile/jext-5.0,org.jext.textarea,ScrollUp,0,0,0,2,0,0,1,2,0,7,2,14,14,2,1,3,12,0,3,0,1,3,1.5,1.5,9,18,0,348,18,37,485,19,2169,1864,34855,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,false
5078,/mnt/qualitas/qualitas_corpus_compile/jext-5.0,org.jext.event,JextEvent,0,3,0,5,0,0,1,2,19,0,1,120,83,0,0,2,6,0,5,1,0.095238,2,1,1,1,3,1,132,6,37,485,19,2169,1864,34855,0,16,3,0,0,16,16,16,3,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,2,true
5152,/mnt/qualitas/qualitas_corpus_compile/jext-5.0,org.jext.print,PrintingOptions,0,13,0,15,0,0,0,2,7,0,1,97,17,0,0.089744,0,15,0,15,0.928571,0.133333,2,1,1,6,21,0,758,39,37,485,19,2169,1864,34855,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,2,true
5157,/mnt/qualitas/qualitas_corpus_compile/jext-5.0,org.jext.print,PrintText.PrintableText,0,5,0,8,0,0,0,3,3,0,1,47,17,0,0.2,0,8,0,8,0.857143,0,3,1,1,6,21,0,758,39,37,485,19,2169,1864,34855,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,0,0,8,0,0,0,0,8,1,0,2,true
5479,/mnt/qualitas/qualitas_corpus_compile/jext-5.0,org.jext,Jext,0,0,0,72,0,12,53,72,33,0,1,1550,1550,67,0.154327,55,144,0,193,0.970951,0.847222,193,2.680556,2.680556,30,326,3,7907,389,37,485,19,2169,1864,34855,0,11,22,0,0,5,33,5,0,0,28,61,7,0,4,2,0,70,72,2,0,70,0,72,0,0,false
5584,/mnt/qualitas/qualitas_corpus_compile/cobertura-1.9.4.1,net.sourceforge.cobertura.check,PackageCoverage,0,4,0,8,0,0,0,4,4,0,1,49,25,0,0.142857,0,8,0,8,0.857143,0.5,4,1,1,3,14,0,419,21,19,107,10,3309,3159,58364,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,4,1,0,true
5601,/mnt/qualitas/qualitas_corpus_compile/cobertura-1.9.4.1,net.sourceforge.cobertura.javancss,PackageMetric,0,0,0,3,1,0,1,3,2,4,2,31,31,2,1,1,9,0,4,0.5,0.6,4,1.333333,1.333333,5,33,0,598,43,19,107,10,3309,3159,58364,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,0,1,false
5689,/mnt/qualitas/qualitas_corpus_compile/quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,1,2,1,40,0,14,12,38,22,0,1,1127,1100,34,0.426743,11,88,0,164,0.963869,0.727273,162,4.1,4.263158,3,46,0,1238,49,44,280,36,2923,2438,52319,0,5,5,12,0,8,7,7,14,1,0,17,1,22,0,0,0,40,0,0,0,0,40,37,0,1,false
5690,/mnt/qualitas/qualitas_corpus_compile/quartz-1.8.3,org.quartz.xml,org.quartz.xml.XMLSchedulingDataProcessor$1,1,0,0,3,0,1,0,3,0,0,1,29,29,0,0,1,3,?,7,0,?,7,2.333333,2.333333,3,46,0,1238,49,44,280,36,2923,2438,52319,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,4,3,1,0,false
5783,/mnt/qualitas/qualitas_corpus_compile/quartz-1.8.3,org.quartz.impl.jdbcjobstore,SchedulerStateRecord,1,6,0,6,0,0,0,0,3,0,1,61,19,0,0.2,0,6,0,6,0.8,0,0,1,0,71,469,7,12094,560,44,280,36,2923,2438,52319,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,true
5788,/mnt/qualitas/qualitas_corpus_compile/quartz-1.8.3,org.quartz.impl.jdbcjobstore,JobStoreSupport,2,39,46,157,?,43,69,118,39,?,1,3877,3392,181,0.24011,31,366,2,435,0.989645,?,377,2.770701,3.194915,71,469,7,12094,560,44,280,36,2923,2438,52319,0,0,22,17,0,6,6,5,32,1,1,91,4,62,0,0,2,155,0,0,0,0,157,118,0,0,false
5885,/mnt/qualitas/qualitas_corpus_compile/quartz-1.8.3,org.quartz,CronExpression,2,4,0,31,2,3,1,27,28,0,1,1399,1357,1,0.278325,2,32,1,332,0.92619,0.75,325,10.709677,12.037037,36,462,9,12436,596,44,280,36,2923,2438,52319,0,0,3,25,0,14,14,14,14,0,0,12,1,18,0,0,0,31,1,0,0,1,30,26,0,1,false
5949,/mnt/qualitas/qualitas_corpus_compile/quartz-1.8.3,org.quartz.impl,StdSchedulerFactory,1,3,0,21,0,38,27,18,63,0,1,1381,1277,60,0.4,34,115,0,166,0.986508,0.140845,148,7.904762,8.222222,15,266,0,5065,282,44,280,36,2923,2438,52319,0,59,4,0,0,60,59,59,3,1,0,12,8,1,0,0,0,21,1,0,0,1,20,15,0,3,false
6006,/mnt/qualitas/qualitas_corpus_compile/drawswf-1.2.9,com.anotherbigidea.flash.sound,MP3Frame,0,4,0,9,1,0,0,5,35,0,1,177,161,0,0.535714,0,9,0,31,0.953571,0.217391,26,3.444444,5.2,8,30,1,1005,38,33,297,25,2742,2257,38451,0,14,2,19,0,19,21,19,14,0,2,9,0,0,0,0,0,9,1,0,0,1,8,4,0,1,false
6022,/mnt/qualitas/qualitas_corpus_compile/drawswf-1.2.9,com.anotherbigidea.flash.movie,MorphShape,0,4,0,6,0,1,3,2,2,4,2,36,24,3,0.6,5,13,0,6,0.6,0.2,2,1,1,48,197,1,3877,376,33,297,25,2742,2257,38451,0,0,0,2,0,0,0,0,2,0,0,5,0,1,0,0,0,6,0,0,0,0,6,1,0,1,true
6030,/mnt/qualitas/qualitas_corpus_compile/drawswf-1.2.9,com.anotherbigidea.flash.movie,Font.Chars,0,6,0,10,1,6,4,4,9,0,1,106,80,3,0.194444,5,17,0,20,0.91358,0.25,14,2,3.5,48,197,1,3877,376,33,297,25,2742,2257,38451,0,0,0,9,0,0,0,0,9,0,0,8,0,2,0,0,0,10,0,0,0,0,10,3,0,1,true
6040,/mnt/qualitas/qualitas_corpus_compile/drawswf-1.2.9,com.anotherbigidea.flash.movie,FontDefinition.Glyph,0,6,0,7,0,0,0,1,3,0,1,21,3,0,0.2,1,7,0,7,0.833333,0.142857,1,1,1,48,197,1,3877,376,33,297,25,2742,2257,38451,1,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,true
6041,/mnt/qualitas/qualitas_corpus_compile/drawswf-1.2.9,com.anotherbigidea.flash.movie,FontDefinition.KerningPair,0,6,0,7,0,0,0,1,3,0,1,20,2,0,0.2,0,7,0,7,0.666667,0.142857,1,1,1,48,197,1,3877,376,33,297,25,2742,2257,38451,1,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,true
6243,/mnt/qualitas/qualitas_corpus_compile/drawswf-1.2.9,org.apache.batik.ext.awt,RenderingHintsKeyExt,0,0,0,1,0,0,4,1,6,0,1,71,71,4,1,4,5,0,1,0,0,1,1,1,13,58,0,3667,65,33,297,25,2742,2257,38451,0,6,0,0,0,6,6,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,false
6327,/mnt/qualitas/qualitas_corpus_compile/velocity-1.6.4,org.apache.velocity.convert,WebMacro,0,0,0,8,0,0,1,8,3,0,1,269,269,1,1,1,9,0,24,0.857143,1,24,3,3,1,8,0,269,8,33,388,47,2957,2678,55590,0,0,0,3,0,2,3,2,0,0,1,4,5,0,0,3,0,6,2,1,2,1,5,8,1,0,false
6762,/mnt/qualitas/qualitas_corpus_compile/jspwiki-2.8.4,com.ecyrd.management,SimpleMBean,1,2,0,11,?,0,0,9,1,?,1,382,337,0,0,0,11,2,47,1,?,41,4.272727,4.555556,1,9,0,382,11,40,405,36,2714,2245,69144,0,0,0,1,0,0,0,0,1,0,0,8,1,2,0,0,2,9,1,0,0,1,10,8,0,1,false
6766,/mnt/qualitas/qualitas_corpus_compile/jspwiki-2.8.4,com.ecyrd.jspwiki.htmltowiki,XHtmlToWikiConfig,0,13,0,15,0,2,2,2,6,0,1,175,34,1,0.090909,2,18,0,16,0.928571,0.142857,2,1.066667,1,9,58,0,1713,72,40,405,36,2714,2245,69144,0,0,6,0,0,0,0,0,6,0,0,14,1,0,0,0,0,15,0,0,0,0,15,0,0,2,true
6794,/mnt/qualitas/qualitas_corpus_compile/jspwiki-2.8.4,com.ecyrd.jspwiki.filters,SpamFilter,0,0,2,25,2,17,13,25,52,4,2,1157,1157,31,0.25,14,75,0,119,0.969551,0.380952,119,4.76,4.76,12,67,1,2003,73,40,405,36,2714,2245,69144,0,13,39,0,0,28,32,28,20,0,4,8,17,0,0,4,0,21,8,4,0,4,17,25,0,0,false
6795,/mnt/qualitas/qualitas_corpus_compile/jspwiki-2.8.4,com.ecyrd.jspwiki.filters,SpamFilter.Host,0,4,0,5,0,0,0,1,4,0,1,35,11,0,0,2,5,0,5,1,0.2,1,1,1,12,67,1,2003,73,40,405,36,2714,2245,69144,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,true
6998,/mnt/qualitas/qualitas_corpus_compile/jspwiki-2.8.4,com.ecyrd.jspwiki.parser,JSPWikiMarkupParser,0,1,1,62,0,33,22,61,69,15,2,2958,2937,48,0.333333,29,136,0,390,0.980993,0.375,388,6.290323,6.360656,11,115,1,4599,128,40,405,36,2714,2245,69144,0,10,43,14,2,32,34,32,35,0,2,6,52,4,0,1,0,61,8,1,0,7,54,60,0,1,false
7067,/mnt/qualitas/qualitas_corpus_compile/jspwiki-2.8.4,com.ecyrd.jspwiki.rss,Entry,0,10,0,10,0,0,0,0,5,0,1,109,109,0,0.111111,1,10,0,10,0.888889,0,0,1,0,7,32,0,1457,56,40,405,36,2714,2245,69144,0,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,1,0,true
7244,/mnt/qualitas/qualitas_corpus_compile/jgraph-5.13.0.0,com.jgraph.layout.hierarchical,JGraphCoordinateAssignment,1,12,2,26,0,10,4,14,17,0,1,1184,953,13,0.286765,6,44,0,136,0.941176,0.266667,97,5.230769,6.928571,12,46,1,2496,76,32,399,23,2996,2349,53577,0,0,1,16,0,0,1,0,16,0,1,15,8,3,0,0,0,26,0,0,0,0,26,13,0,1,false
7261,/mnt/qualitas/qualitas_corpus_compile/jgraph-5.13.0.0,com.jgraph.example.panelexample,BusinessObjectWrapper2,0,6,0,7,1,0,0,1,3,0,1,44,14,0,0.238095,1,7,0,7,0.777778,0.142857,1,1,1,9,30,0,710,43,32,399,23,2996,2349,53577,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,1,1,0,true
7416,/mnt/qualitas/qualitas_corpus_compile/jgraph-5.13.0.0,org.jgraph.graph,EdgeRenderer,2,3,0,45,2,28,9,42,37,516,4,1065,1033,38,0.252439,9,94,0,200,0.935065,0.806452,196,4.444444,4.666667,45,839,12,16067,1014,32,399,23,2996,2349,53577,0,4,0,33,0,0,3,0,34,0,3,27,3,14,1,0,0,45,0,0,0,0,45,41,0,1,false
7451,/mnt/qualitas/qualitas_corpus_compile/jgraph-5.13.0.0,org.jgraph.graph,GraphLayoutCache,2,38,2,139,0,9,17,101,28,0,1,2907,2435,70,0.308466,17,213,2,485,0.975845,0.669565,436,3.489209,4.316832,45,839,12,16067,1014,32,399,23,2996,2349,53577,0,0,0,28,0,0,0,0,28,0,0,115,3,21,0,0,0,139,2,0,0,2,137,97,0,4,false
7559,/mnt/qualitas/qualitas_corpus_compile/jgraph-5.13.0.0,com.jgraph.layout.organic,JGraphOrganicLayout.CellWrapper,0,17,0,18,0,0,0,1,9,0,1,179,43,0,0.058824,0,18,0,18,0.947712,0.055556,1,1,1,4,39,0,2335,117,32,399,23,2996,2349,53577,0,0,0,9,0,0,0,0,9,0,0,18,0,0,0,0,0,18,0,0,0,0,18,0,0,1,true
7625,/mnt/qualitas/qualitas_corpus_compile/openjms-0.7.7-beta-1,org.exolab.jms.tranlog,DataTransactionLogEntry,1,2,0,7,2,0,2,5,2,11,2,98,68,4,1,3,22,0,10,0.666667,0.6,6,1.428571,1.2,9,50,0,1207,69,48,515,79,3790,3254,68929,0,0,1,0,1,1,1,1,1,0,0,5,0,0,2,0,0,7,0,0,0,0,7,2,0,3,false
7626,/mnt/qualitas/qualitas_corpus_compile/openjms-0.7.7-beta-1,org.exolab.jms.tranlog,SerializationHelper,0,0,0,2,0,0,0,2,0,0,1,44,44,0,0,0,2,0,3,0,1,3,1.5,1.5,9,50,0,1207,69,48,515,79,3790,3254,68929,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,2,0,0,false
8061,/mnt/qualitas/qualitas_corpus_compile/openjms-0.7.7-beta-1,org.exolab.jms.authentication,User,1,4,0,7,1,0,0,3,2,0,1,75,35,0,0.4,0,7,0,7,0.75,0.428571,3,1,1,3,23,0,419,27,48,515,79,3790,3254,68929,0,0,2,0,0,0,0,0,2,0,0,7,0,0,0,0,0,7,0,0,0,0,7,1,0,2,true
8219,/mnt/qualitas/qualitas_corpus_compile/fitlibraryforfitnesse-20100806,fitlibrary.specify.entityParser,UserAdapter,2,2,0,5,0,1,1,3,2,0,1,26,15,1,0.2,1,7,0,6,0.75,0.6,4,1.2,1.333333,4,12,0,87,17,108,795,87,4165,3476,25691,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,0,false
8447,/mnt/qualitas/qualitas_corpus_compile/fitlibraryforfitnesse-20100806,fitlibrary.specify.domain,Primitives,1,7,0,8,0,0,0,1,4,0,1,32,32,0,0.142857,0,8,0,8,0.857143,0.125,1,1,1,31,23,3,423,87,108,795,87,4165,3476,25691,0,0,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,8,0,0,0,0,8,1,0,0,true
8449,/mnt/qualitas/qualitas_corpus_compile/fitlibraryforfitnesse-20100806,fitlibrary.specify.domain,BadConstructorsInNestedObjects.Employee,0,6,0,6,0,0,0,0,3,0,1,24,24,0,0.2,2,6,1,6,0.8,0,0,1,0,31,23,3,423,87,108,795,87,4165,3476,25691,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,true
8601,/mnt/qualitas/qualitas_corpus_compile/fitlibraryforfitnesse-20100806,fitlibrary.specify,AggregateDomainObject.Book,0,6,0,6,0,0,0,0,3,0,1,25,25,0,0.2,2,6,0,6,0.8,0,0,1,0,128,327,0,1934,410,108,795,87,4165,3476,25691,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,true
8602,/mnt/qualitas/qualitas_corpus_compile/fitlibraryforfitnesse-20100806,fitlibrary.specify,AggregateDomainObject.Author,0,6,0,7,0,0,0,1,3,0,1,29,29,0,0.2,2,7,0,7,0.833333,0.142857,1,1,1,128,327,0,1934,410,108,795,87,4165,3476,25691,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,true
8839,/mnt/qualitas/qualitas_corpus_compile/fitlibraryforfitnesse-20100806,fitlibraryGeneric.eg.rentEz,Rental,0,6,0,6,0,0,0,0,3,0,1,24,24,0,0.2,2,6,0,6,0.8,0,0,1,0,11,16,0,210,49,108,795,87,4165,3476,25691,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,true
8842,/mnt/qualitas/qualitas_corpus_compile/fitlibraryforfitnesse-20100806,fitlibraryGeneric.eg.rentEz,RentalItem,0,6,0,6,0,0,0,0,3,0,1,23,23,0,0.2,2,6,0,6,0.8,0,0,1,0,11,16,0,210,49,108,795,87,4165,3476,25691,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,true
8849,/mnt/qualitas/qualitas_corpus_compile/fitlibraryforfitnesse-20100806,fitlibraryGeneric.eg.rentEz,RentalItemType,0,8,0,8,0,0,0,0,4,0,1,31,31,0,0.142857,1,8,0,8,0.857143,0,0,1,0,11,16,0,210,49,108,795,87,4165,3476,25691,0,0,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,true
9131,/mnt/qualitas/qualitas_corpus_compile/colt-1.2.0,cern.jet.math,cern.jet.math.Functions$20,1,0,0,1,0,0,0,1,0,0,1,3,3,0,1,0,1,?,1,0,?,1,1,1,133,235,0,2888,235,24,525,67,4143,3956,75688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,false
9151,/mnt/qualitas/qualitas_corpus_compile/colt-1.2.0,cern.jet.math,cern.jet.math.Functions$40,1,0,0,1,0,0,2,1,0,0,1,3,3,2,1,3,3,?,1,0,?,1,1,1,133,235,0,2888,235,24,525,67,4143,3956,75688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,false
9691,/mnt/qualitas/qualitas_corpus_compile/colt-1.2.0,cern.clhep,Units,0,0,0,1,0,0,0,1,109,0,1,230,230,0,1,0,1,0,1,0,0,1,1,1,2,2,0,340,2,24,525,67,4143,3956,75688,0,109,0,0,0,109,109,109,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,false
9692,/mnt/qualitas/qualitas_corpus_compile/colt-1.2.0,cern.clhep,PhysicalConstants,0,0,0,1,0,12,0,1,33,0,1,110,110,0,1,1,1,0,1,0,0,1,1,1,2,2,0,340,2,24,525,67,4143,3956,75688,0,33,0,0,0,33,33,33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,false
9693,/mnt/qualitas/qualitas_corpus_compile/jung-2.0.1,edu.uci.ics.jung.visualization3d.decorators,PickableVertexPaintTransformer,1,0,0,2,0,3,1,2,3,0,1,40,40,1,1,2,3,0,4,1,1,4,2,2,1,2,0,40,2,40,786,63,3884,3333,53617,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,false
9695,/mnt/qualitas/qualitas_corpus_compile/jung-2.0.1,edu.uci.ics.jung.io.graphml.parser,GraphElementParser,0,0,0,5,0,25,15,5,0,5,2,214,214,27,1,22,51,0,29,0,1,29,5.8,5.8,14,41,1,1004,41,40,786,63,3884,3333,53617,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,5,4,0,1,false
9863,/mnt/qualitas/qualitas_corpus_compile/jung-2.0.1,edu.uci.ics.jung.visualization,GraphZoomScrollPane,0,6,4,7,0,3,10,1,6,520,5,272,96,13,0.6,8,21,0,25,0.888889,0.2,1,3.571429,1,22,214,6,2913,322,40,786,63,3884,3333,53617,0,0,0,6,0,0,0,0,6,0,0,5,1,1,0,0,0,7,0,0,0,0,7,0,0,1,true
10542,/mnt/qualitas/qualitas_corpus_compile/pooka-3.0-080505,net.suberic.pooka.resource,JDBCResourceManager,0,0,0,7,0,3,11,7,0,10,2,151,151,16,0,11,37,0,24,0,1,24,3.428571,3.428571,4,32,0,473,32,28,813,36,4551,3762,68127,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1,0,0,1,7,7,1,0,false
10546,/mnt/qualitas/qualitas_corpus_compile/pooka-3.0-080505,net.suberic.pooka.event,MessageLoadedEvent,0,4,0,5,0,0,0,1,7,0,1,34,14,0,0,1,5,0,5,1,0.125,1,1,1,2,3,1,44,7,28,813,36,4551,3762,68127,0,3,0,0,4,0,3,0,4,0,3,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,true
10630,/mnt/qualitas/qualitas_corpus_compile/pooka-3.0-080505,net.suberic.pooka.cache,CachingFolderInfo,0,3,1,43,34,34,21,40,3,123,3,1400,1348,89,0.340244,38,302,0,256,0.944444,0.909091,249,5.953488,6.225,14,161,1,3417,181,28,813,36,4551,3762,68127,0,0,1,1,1,0,1,0,2,0,1,33,0,10,0,0,0,43,0,0,0,0,43,38,0,2,false
11042,/mnt/qualitas/qualitas_corpus_compile/pooka-3.0-080505,net.suberic.pooka.gui,ResponseWrapper,0,6,0,6,0,0,0,0,3,0,1,31,1,0,0.2,0,6,0,6,0.8,0,0,1,0,497,1562,8,24196,1857,28,813,36,4551,3762,68127,0,0,0,0,3,0,0,0,3,0,0,6,0,0,1,0,0,7,0,0,0,0,7,0,1,0,true
11222,/mnt/qualitas/qualitas_corpus_compile/pooka-3.0-080505,net.suberic.util.gui.propedit,PropertyValueVetoException,0,5,0,7,1,0,0,2,5,14,3,63,20,0,0.3,1,7,0,8,1,0.285714,2,1.142857,1,62,335,3,6239,404,28,813,36,4551,3762,68127,0,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,2,true
11301,/mnt/qualitas/qualitas_corpus_compile/pooka-3.0-080505,net.suberic.pooka,FolderInfo,5,46,13,154,0,20,36,108,47,0,1,2792,2378,80,0.272109,30,248,4,489,0.984425,0.620438,414,3.175325,3.833333,89,749,6,16063,950,28,813,36,4551,3762,68127,0,8,20,17,2,0,9,0,38,0,9,129,3,20,2,0,0,154,1,0,0,1,153,105,0,3,false
11302,/mnt/qualitas/qualitas_corpus_compile/pooka-3.0-080505,net.suberic.pooka,StoreInfo,3,18,3,55,0,19,21,37,25,0,1,1299,1179,51,0.439626,20,120,0,214,0.964444,0.627907,194,3.890909,5.243243,89,749,6,16063,950,28,813,36,4551,3762,68127,0,0,23,0,2,0,0,0,25,0,0,43,5,0,7,0,0,55,0,0,0,0,55,36,0,1,false
11391,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.apps.desktop,DesktopConfiguration,1,4,0,7,1,0,0,3,3,0,1,79,45,0,0.238095,0,7,0,9,0.777778,0.428571,3,1.285714,1,6,16,0,467,20,35,764,30,4305,3256,120720,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,3,0,0,true
11405,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.apps.email,Email.EmailItem,0,4,0,5,0,0,0,1,4,0,1,63,35,0,0,0,5,0,5,1,0.2,1,1,1,14,40,0,1875,65,35,764,30,4305,3256,120720,1,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,true
11465,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.apps.weather,WeatherData.Alert,1,10,0,11,0,0,0,1,5,0,1,117,47,0,0.111111,0,11,0,11,0.9,0.090909,1,1,1,29,75,0,5472,224,35,764,30,4305,3256,120720,1,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,1,true
11657,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.widget,DefaultApplication.ApplicationEvent,0,6,0,7,0,0,0,1,6,0,1,101,53,0,0,1,7,0,7,1,0.142857,1,1,1,29,163,2,7792,230,35,764,30,4305,3256,120720,1,0,6,0,0,0,0,0,6,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,true
11771,/mnt/qualitas/qualitas_corpus_compile/galleon-2.3.0,org.lnicholls.galleon.util,SharedNameValue,1,6,0,8,0,0,1,2,6,5,2,48,18,1,0.2,1,14,2,8,1,0.181818,2,1,1,52,239,3,7639,261,35,764,30,4305,3256,120720,0,3,3,0,0,3,3,3,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,true
