IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,isStatic_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,isStatic_method,is_feature_envy
14803,/mnt/qualitas/qualitas_corpus_compile/picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,loadClass(String),1,0,0,0,0,2,7,2,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,6,1,0,1,6,1,45,4,59,59,1,0,0,0,7,0,11,1,1,11,1.833333,1.833333,2,7,0,59,7,15,208,29,1302,1252,12103,0,1,0,0,1,0,0,0,1,0,4,1,1,0,0,0,6,0,0,0,0,6,5,0,1,0,false
14804,/mnt/qualitas/qualitas_corpus_compile/picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,findClass(String),1,0,0,0,0,2,7,2,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,6,1,0,1,6,1,45,4,59,59,1,0,0,0,7,0,11,1,1,11,1.833333,1.833333,2,7,0,59,7,15,208,29,1302,1252,12103,0,1,0,0,1,0,0,0,1,0,4,1,1,0,0,0,6,0,0,0,0,6,5,0,1,0,false
14805,/mnt/qualitas/qualitas_corpus_compile/picocontainer-2.10.2,org.picocontainer.security,CustomPermissionsURLClassLoader,'decorateException(String,ClassNotFoundException)',2,0,0,0,0,3,19,3,0,5,0,4,0,1,1,0,0,1,0,1,0,0,1,6,1,0,1,6,1,45,4,59,59,1,0,0,0,7,0,11,1,1,11,1.833333,1.833333,2,7,0,59,7,15,208,29,1302,1252,12103,0,1,0,0,1,0,0,0,1,0,4,1,1,0,0,0,6,0,0,0,0,6,5,0,1,0,false
16168,/mnt/qualitas/qualitas_corpus_compile/freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,'PoolElement(ConnectionPool,Connection,DbProperties,int)',4,1,6,2,1,1,13,3,0,4,0,15,0.454545,1,1,5,1,1,0,1,0,2,0,17,2,51,7,15,14,0,1,695,616,18,0.722222,3,10,49,0,179,0.825893,0.75,165,10.529412,11,4,37,0,1180,39,12,131,16,1404,1137,25747,0,10,0,9,3,3,3,19,0,0,9,7,0,1,0,0,17,1,0,0,1,16,14,0,1,0,false
16169,/mnt/qualitas/qualitas_corpus_compile/freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,isValid(),0,0,4,2,0,2,20,7,0,0,0,11,0.636364,1,1,7,0,1,0,1,0,2,0,17,2,51,7,15,14,0,1,695,616,18,0.722222,3,10,49,0,179,0.825893,0.75,165,10.529412,11,4,37,0,1180,39,12,131,16,1404,1137,25747,0,10,0,9,3,3,3,19,0,0,9,7,0,1,0,0,17,1,0,0,1,16,14,0,1,0,false
16170,/mnt/qualitas/qualitas_corpus_compile/freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,cleanup(),0,2,3,1,5,3,40,10,0,1,0,11,0.7,1,2,7,1,2,0,0.5,0,2,0,17,2,51,7,15,14,0,1,695,616,18,0.722222,3,10,49,0,179,0.825893,0.75,165,10.529412,11,4,37,0,1180,39,12,131,16,1404,1137,25747,0,10,0,9,3,3,3,19,0,0,9,7,0,1,0,0,17,1,0,0,1,16,14,0,1,0,false
16179,/mnt/qualitas/qualitas_corpus_compile/freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,'readColumns(User,ResultSet)',2,0,29,5,0,5,108,43,0,15,0,54,0.064516,3,5,2,2,13,0,0.230769,0,2,0,17,2,51,7,15,14,0,1,695,616,18,0.722222,3,10,49,0,179,0.825893,0.75,165,10.529412,11,4,37,0,1180,39,12,131,16,1404,1137,25747,0,10,0,9,3,3,3,19,0,0,9,7,0,1,0,0,17,1,0,0,1,16,14,0,1,0,true
16181,/mnt/qualitas/qualitas_corpus_compile/freecs-1.3.20100406,freecs.auth.sqlConnectionPool,PoolElement,logoutUser(User),1,1,17,3,1,5,136,52,0,10,0,30,0.227273,2,8,5,3,13,0,0.153846,0,2,0,17,2,51,7,15,14,0,1,695,616,18,0.722222,3,10,49,0,179,0.825893,0.75,165,10.529412,11,4,37,0,1180,39,12,131,16,1404,1137,25747,0,10,0,9,3,3,3,19,0,0,9,7,0,1,0,0,17,1,0,0,1,16,14,0,1,0,true
16324,/mnt/qualitas/qualitas_corpus_compile/freecs-1.3.20100406,freecs.commands,CmdKickToRoom,'execute(MessageState,String)',2,0,15,4,0,4,120,24,0,13,0,28,0,5,16,0,0,17,0,0.294118,0,2,0,6,1,15,5,4,3,26,2,147,134,16,0,0,18,88,0,29,1,0.6,27,4.833333,6.75,55,274,0,5545,382,12,131,16,1404,1137,25747,0,3,0,0,3,1,1,0,2,0,5,1,0,0,0,0,6,1,0,0,1,5,3,0,1,0,true
16821,/mnt/qualitas/qualitas_corpus_compile/freecs-1.3.20100406,freecs.util,HtmlEncoder,'encode(String,StringBuffer,boolean,Set)',4,0,0,0,0,11,406,127,0,33,0,48,1,0,0,15,0,0,0,0,0,0,0,12,0,0,0,12,15,0,1,1011,1011,0,0.681818,0,0,12,0,171,0.987879,1,171,14.25,14.25,13,68,0,2107,68,12,131,16,1404,1137,25747,0,0,0,15,15,15,15,0,0,0,12,0,0,0,10,0,2,12,10,0,2,0,12,0,0,1,false
17576,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jag.uml,UML2JagGenerator,UML2JagGenerator(ConsoleLogger),1,1,0,0,1,1,4,1,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,16,0,127,18,16,15,0,1,590,590,26,1,0,19,107,0,95,1,1,95,5.9375,5.9375,3,30,0,1322,30,15,255,7,1450,1087,24112,0,14,0,1,12,14,12,1,0,2,4,12,0,0,0,0,16,1,0,0,1,15,14,0,2,0,false
17577,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jag.uml,UML2JagGenerator,UML2JagGenerator(),0,0,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,16,0,127,18,16,15,0,1,590,590,26,1,0,19,107,0,95,1,1,95,5.9375,5.9375,3,30,0,1322,30,15,255,7,1450,1087,24112,0,14,0,1,12,14,12,1,0,2,4,12,0,0,0,0,16,1,0,0,1,15,14,0,2,0,false
17578,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jag.uml,UML2JagGenerator,'generateXML(String,String)',2,1,0,0,1,2,20,3,0,4,0,6,1,0,0,2,2,0,0,0,0,0,0,16,0,127,18,16,15,0,1,590,590,26,1,0,19,107,0,95,1,1,95,5.9375,5.9375,3,30,0,1322,30,15,255,7,1450,1087,24112,0,14,0,1,12,14,12,1,0,2,4,12,0,0,0,0,16,1,0,0,1,15,14,0,2,0,false
17582,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jag.uml,UML2JagGenerator,createEntityEJBs(SimpleModel),1,0,35,4,0,7,143,22,0,31,0,99,0.166667,5,8,7,4,26,0,0.192308,0,0,0,16,0,127,18,16,15,0,1,590,590,26,1,0,19,107,0,95,1,1,95,5.9375,5.9375,3,30,0,1322,30,15,255,7,1450,1087,24112,0,14,0,1,12,14,12,1,0,2,4,12,0,0,0,0,16,1,0,0,1,15,14,0,2,0,true
17585,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jag.uml,UML2JagGenerator,createSessionEJBs(SimpleModel),1,0,12,4,0,10,102,18,0,28,0,57,0.076923,4,7,1,0,18,0,0.222222,0,0,0,16,0,127,18,16,15,0,1,590,590,26,1,0,19,107,0,95,1,1,95,5.9375,5.9375,3,30,0,1322,30,15,255,7,1450,1087,24112,0,14,0,1,12,14,12,1,0,2,4,12,0,0,0,0,16,1,0,0,1,15,14,0,2,0,true
17827,/mnt/qualitas/qualitas_corpus_compile/jag-6.1,com.finalist.jaggenerator,SkeletValidator,validateSkelet(),0,1,24,6,1,8,374,87,0,39,0,72,0.076923,8,14,2,3,22,0,0.363636,0,1,0,6,0,27,8,5,4,0,1,523,495,16,1,0,11,33,0,114,0.75,1,109,19,21.8,80,263,0,5748,334,15,255,7,1450,1087,24112,0,4,0,0,0,0,0,4,0,0,2,4,0,0,0,0,6,0,0,0,0,6,4,0,1,0,true
19161,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core.camera,SphericalLens,'update(ParameterList,SunflowAPI)',2,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,1,12,12,1,0,0,3,3,0,2,0,1,2,1,1,4,12,0,148,12,21,191,19,1447,1361,24319,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,1,0,0,false
19162,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core.camera,SphericalLens,'getRay(float,float,int,int,double,double,double)',7,0,0,0,0,1,6,1,0,9,0,6,0,1,1,0,0,1,0,1,1,0,0,2,0,0,1,2,0,0,1,12,12,1,0,0,3,3,0,2,0,1,2,1,1,4,12,0,148,12,21,191,19,1447,1361,24319,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,1,0,0,false
19164,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,PinholeLens(),0,4,0,0,4,1,5,1,0,0,0,2,1,0,0,2,1,0,0,0,1,0,0,4,0,0,2,4,2,0,1,29,29,2,1,0,3,6,0,4,0,1,4,1,1,4,12,0,148,12,21,191,19,1447,1361,24319,0,4,0,0,0,0,0,4,0,0,3,1,0,0,0,0,4,0,0,0,0,4,3,0,1,0,false
19165,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,'update(ParameterList,SunflowAPI)',2,0,0,0,0,1,7,1,0,2,0,3,1,1,1,2,1,1,0,1,1,0,0,4,0,0,2,4,2,0,1,29,29,2,1,0,3,6,0,4,0,1,4,1,1,4,12,0,148,12,21,191,19,1447,1361,24319,0,4,0,0,0,0,0,4,0,0,3,1,0,0,0,0,4,0,0,0,0,4,3,0,1,0,false
19166,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core.camera,PinholeLens,update(),0,0,0,0,0,1,4,1,0,0,0,4,1,0,0,4,0,0,0,0,1,0,0,4,0,0,2,4,2,0,1,29,29,2,1,0,3,6,0,4,0,1,4,1,1,4,12,0,148,12,21,191,19,1447,1361,24319,0,4,0,0,0,0,0,4,0,0,3,1,0,0,0,0,4,0,0,0,0,4,3,0,1,0,false
19262,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.image,Bitmap,'Bitmap(String,boolean)',2,1,2,2,1,7,241,55,0,36,0,42,0.666667,2,2,4,1,2,0,1,0,3,0,12,0,1,3,9,4,0,1,372,356,9,0.933333,0,4,21,0,94,0.5,0.625,87,7.833333,9.666667,10,89,0,1207,95,21,191,19,1447,1361,24319,0,4,0,0,0,0,0,4,0,0,8,4,0,0,0,0,12,1,0,0,1,11,7,0,2,0,false
19306,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core.shader,PhongShader,'scatterPhoton(ShadingState,Color)',2,0,11,3,0,2,38,3,0,14,0,27,0.153846,5,13,2,1,18,0,0.277778,1,0,0,5,0,11,6,5,4,0,1,74,74,21,1,0,7,31,1,7,0.625,1,7,1.4,1.4,24,94,0,1093,94,21,191,19,1447,1361,24319,0,4,0,0,0,0,0,4,0,0,4,0,1,0,0,0,5,0,0,0,0,5,4,0,1,0,true
19469,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core.accel,KDTree,'buildTree(float,float,float,float,float,float,KDTree.BuildTask,int,IntArray,int,IntArray,KDTree.BuildStats)',12,0,3,2,0,6,214,45,0,69,0,86,0.5625,4,5,9,5,7,0,0.571429,1,0,2,13,0,25,11,13,15,0,1,783,783,24,0.666667,0,12,44,0,111,0.905556,1,111,8.538462,8.538462,7,37,0,1683,37,21,191,19,1447,1361,24319,0,15,0,0,8,10,8,5,0,2,5,8,0,0,0,0,13,7,0,0,7,6,11,0,2,0,false
20055,/mnt/qualitas/qualitas_corpus_compile/sunflow-0.07.2,org.sunflow.core.renderer,BucketRenderer,'renderBucket(Display,int,int,int,IntersectionState)',5,1,5,2,1,6,102,22,0,37,0,60,0.619048,6,14,13,1,15,0,0.4,1,0,2,7,0,5,16,7,27,0,1,430,430,47,1,0,17,56,0,54,0.87037,1,54,7.714286,7.714286,8,27,0,646,28,21,191,19,1447,1361,24319,0,27,0,0,0,0,0,27,0,0,3,4,0,0,0,0,7,0,0,0,0,7,6,0,1,0,false
20647,/mnt/qualitas/qualitas_corpus_compile/marauroa-3.8.1,marauroa.server.game.db,RPObjectDAO,RPObjectDAO(RPObjectFactory),1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,12,0,5,9,12,2,0,1,290,290,20,0.890909,0,11,34,0,21,0.863636,1,21,1.75,1.75,12,112,0,2820,121,30,208,14,1593,1411,26472,0,1,1,0,1,1,1,1,0,0,11,0,1,0,0,0,12,0,0,0,0,12,11,0,1,0,false
21086,/mnt/qualitas/qualitas_corpus_compile/marauroa-3.8.1,marauroa.common.game,RPObject,'getDifferences(RPObject,RPObject)',2,2,8,4,2,6,205,34,0,23,0,55,0.777778,5,10,14,10,16,0,0.3125,0,8,1,73,17,24,13,65,16,31,3,1812,1706,67,0.471441,1,19,178,0,234,0.894965,0.875,221,3.205479,3.4,26,281,1,5940,330,30,208,14,1593,1411,26472,0,15,0,0,2,2,2,14,0,0,71,1,0,1,0,0,73,0,0,0,0,73,62,0,3,0,false
22267,/mnt/qualitas/qualitas_corpus_compile/jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,CollectionPermutationIter(Set),1,1,0,0,1,1,6,1,0,1,0,1,0,2,2,0,0,2,0,1,0,2,0,9,1,3,3,7,3,0,1,131,93,6,0,0,3,12,0,12,1,0.75,8,1.333333,1.142857,5,34,1,707,39,19,299,33,1475,1431,28493,0,3,0,0,0,0,0,3,0,0,8,1,0,0,0,0,9,0,0,0,0,9,4,0,3,0,false
22268,/mnt/qualitas/qualitas_corpus_compile/jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,CollectionPermutationIter(List),1,0,0,0,0,1,6,1,0,1,0,1,0,2,2,0,0,2,0,1,0,2,0,9,1,3,3,7,3,0,1,131,93,6,0,0,3,12,0,12,1,0.75,8,1.333333,1.142857,5,34,1,707,39,19,299,33,1475,1431,28493,0,3,0,0,0,0,0,3,0,0,8,1,0,0,0,0,9,0,0,0,0,9,4,0,3,0,false
22269,/mnt/qualitas/qualitas_corpus_compile/jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,'CollectionPermutationIter(List,ArrayPermutationsIter)',2,2,2,1,3,1,7,1,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,9,1,3,3,7,3,0,1,131,93,6,0,0,3,12,0,12,1,0.75,8,1.333333,1.142857,5,34,1,707,39,19,299,33,1475,1431,28493,0,3,0,0,0,0,0,3,0,0,8,1,0,0,0,0,9,0,0,0,0,9,4,0,3,0,false
22270,/mnt/qualitas/qualitas_corpus_compile/jgrapht-0.8.1,org.jgrapht.experimental.permutation,CollectionPermutationIter,hasNext(),0,1,1,1,1,1,4,1,0,0,0,1,0,1,1,0,0,1,0,1,0,2,0,9,1,3,3,7,3,0,1,131,93,6,0,0,3,12,0,12,1,0.75,8,1.333333,1.142857,5,34,1,707,39,19,299,33,1475,1431,28493,0,3,0,0,0,0,0,3,0,0,8,1,0,0,0,0,9,0,0,0,0,9,4,0,3,0,false
22454,/mnt/qualitas/qualitas_corpus_compile/jgrapht-0.8.1,org.jgrapht.graph,AbstractBaseGraph,'AbstractBaseGraph(EdgeFactory,boolean,boolean)',3,9,6,1,9,2,18,2,0,3,0,9,0,2,2,0,0,2,0,1,3,2,6,31,?,14,10,29,11,?,2,1151,1127,29,0,0,11,53,9,56,1,?,54,1.806452,1.862069,82,432,2,6459,443,19,299,33,1475,1431,28493,0,10,0,1,2,2,2,9,0,0,28,3,0,0,0,0,31,0,0,0,0,31,28,0,1,0,true
23002,/mnt/qualitas/qualitas_corpus_compile/jgrapht-0.8.1,org.jgrapht.alg,KShortestPathsIterator,'KShortestPathsIterator(Graph,Object,Object,int)',4,1,7,1,1,1,20,1,0,4,0,11,0,1,1,0,0,1,0,1,1,0,0,13,0,8,6,13,8,0,1,307,307,17,0,0,6,21,0,26,1,1,26,2,2,69,293,0,6812,299,19,299,33,1475,1431,28493,0,8,0,0,0,0,0,8,0,0,4,8,0,1,0,0,13,0,0,0,0,13,12,0,1,0,true
23792,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,get(int),1,0,0,0,0,1,4,1,0,1,0,2,1,1,1,1,0,1,0,1,1,0,0,8,1,0,2,8,1,0,1,88,88,8,1,0,2,16,0,10,0.142857,1,10,1.25,1.25,16,130,3,1578,136,26,262,57,1805,1524,34404,0,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,8,0,0,0,0,8,7,0,1,0,false
23793,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,size(),0,0,0,0,0,1,4,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,8,1,0,2,8,1,0,1,88,88,8,1,0,2,16,0,10,0.142857,1,10,1.25,1.25,16,130,3,1578,136,26,262,57,1805,1524,34404,0,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,8,0,0,0,0,8,7,0,1,0,false
23794,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,length(),0,0,0,0,0,1,4,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,8,1,0,2,8,1,0,1,88,88,8,1,0,2,16,0,10,0.142857,1,10,1.25,1.25,16,130,3,1578,136,26,262,57,1805,1524,34404,0,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,8,0,0,0,0,8,7,0,1,0,false
23795,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.jcd.cls.attribute,DeclaredExceptionTable,clone(),0,0,0,0,0,2,16,2,0,2,0,3,1,1,1,1,0,1,0,1,1,0,0,8,1,0,2,8,1,0,1,88,88,8,1,0,2,16,0,10,0.142857,1,10,1.25,1.25,16,130,3,1578,136,26,262,57,1805,1524,34404,0,1,0,0,0,0,0,1,0,0,7,0,0,1,0,0,8,0,0,0,0,8,7,0,1,0,false
23944,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.util.args,OptsParser,parse(String[]),1,0,0,0,0,8,284,35,0,24,0,43,0.466667,5,11,7,4,19,0,0.263158,1,0,6,9,0,0,7,9,6,0,1,1566,1566,22,1,0,4,49,0,90,0.895833,1,90,10,10,8,64,3,1627,92,26,262,57,1805,1524,34404,0,9,0,0,9,7,7,0,2,0,2,5,0,2,0,0,9,4,0,0,4,5,7,0,2,0,false
24131,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.emma.data,DataFactory,mergeload(File),1,0,3,3,0,8,104,21,0,17,0,21,0.5,3,7,2,1,7,0,0.428571,0,0,4,23,?,7,8,23,9,?,1,776,776,17,0.114286,2,11,42,0,105,0.944444,?,105,4.565217,4.565217,16,117,5,2551,142,26,262,57,1805,1524,34404,0,7,0,0,9,9,9,0,0,0,15,8,0,0,0,0,23,22,0,0,22,1,22,0,1,1,false
24687,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.emma.instr,InstrVisitor.clinitHeader,'clinitHeader(InstrVisitor,int)',2,1,10,3,1,2,51,4,0,9,0,21,0.166667,4,7,2,0,7,0,0.571429,0,0,0,4,0,2,4,4,2,3,2,76,76,9,0.333333,0,8,16,0,9,1,0,9,2.25,2.25,29,105,0,3957,129,26,262,57,1805,1524,34404,1,2,0,0,2,1,1,0,1,0,0,0,0,4,0,0,4,0,0,0,0,4,3,0,1,0,true
24802,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.emma.report.html,ReportGenerator,'embedSrcFile(SrcFileItem,HTMLDocument,IntObjectMap,SourcePathCache)',4,0,16,9,0,9,169,22,2,29,2,57,0.448276,17,16,13,0,21,2,0.809524,1,3,1,29,5,44,38,26,43,4,3,1583,1538,71,0.809524,0,58,154,0,163,0.975914,0.875,158,5.62069,6.076923,2,29,0,1583,32,26,262,57,1805,1524,34404,0,44,0,0,40,38,38,4,2,0,8,21,0,0,1,0,28,7,0,1,7,21,25,0,1,0,true
25184,/mnt/qualitas/qualitas_corpus_compile/emma-2.0.5312,com.vladium.emma.report,AbstractReportGenerator,'initialize(IMetaData,ICoverageData,SourcePathCache,IProperties)',4,3,12,6,3,6,159,23,0,29,0,55,0.52381,15,27,11,0,36,0,0.416667,1,0,0,4,?,12,19,4,10,?,2,228,228,30,0.5,0,25,44,3,31,0.733333,?,31,7.75,7.75,42,137,10,3757,219,26,262,57,1805,1524,34404,0,1,10,0,1,1,1,10,0,0,3,0,1,0,0,0,4,1,0,0,1,3,4,0,0,0,true
25617,/mnt/qualitas/qualitas_corpus_compile/log4j-1.2.16,org.apache.log4j.pattern,BridgePatternParser,BridgePatternParser(String),1,1,0,0,1,1,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,2,1,0,2,2,0,4,2,21,21,2,1,0,9,22,0,2,0,1,2,1,1,37,143,0,3130,157,22,296,19,2118,1724,34617,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,false
25619,/mnt/qualitas/qualitas_corpus_compile/log4j-1.2.16,org.apache.log4j.pattern,ThreadPatternConverter,ThreadPatternConverter(),0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,3,0,1,2,3,1,6,3,31,31,1,0,0,2,11,0,3,1,1,3,1,1,37,143,0,3130,157,22,296,19,2118,1724,34617,0,1,0,0,1,1,1,0,0,0,2,1,0,0,0,0,3,1,0,0,1,2,2,0,1,0,false
27811,/mnt/qualitas/qualitas_corpus_compile/axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,isValidConnectString(String),1,2,0,0,2,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,2,?,0,1,2,1,?,1,24,24,1,1,1,1,3,2,4,0,?,4,2,2,12,471,2,3219,549,13,223,38,2989,2592,28583,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,false
27812,/mnt/qualitas/qualitas_corpus_compile/axion-1.0-M2,org.axiondb.jdbc,ConnectionFactory,createConnection(String),1,2,0,0,2,2,15,3,0,5,0,6,1,1,1,1,0,1,0,1,0,0,0,2,?,0,1,2,1,?,1,24,24,1,1,1,1,3,2,4,0,?,4,2,2,12,471,2,3219,549,13,223,38,2989,2592,28583,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,false
27813,/mnt/qualitas/qualitas_corpus_compile/axion-1.0-M2,org.axiondb.jdbc,AbstractAxionBlob,getBinaryStream(),0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,?,0,0,11,0,?,1,58,58,0,0,0,0,11,1,11,0,?,11,1,1,12,471,2,3219,549,13,223,38,2989,2592,28583,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,11,11,0,0,0,false
28430,/mnt/qualitas/qualitas_corpus_compile/axion-1.0-M2,org.axiondb.engine,BaseArrayIndex,supportsOperator(ComparisonOperator),1,0,7,3,0,3,19,7,3,1,2,8,0.142857,4,3,1,0,5,2,0.8,1,1,0,17,?,13,14,16,2,?,3,174,169,16,0.142857,0,16,40,2,51,0.875,?,50,3,3.125,51,458,0,5633,510,13,223,38,2989,2592,28583,0,2,0,0,0,1,0,1,0,1,10,0,7,0,0,7,10,0,0,0,0,17,14,0,2,0,true
29067,/mnt/qualitas/qualitas_corpus_compile/axion-1.0-M2,org.axiondb.parser,AxionSqlParser,SqlTableList(FromNode),1,0,5,1,0,3,26,5,0,3,0,13,0.166667,1,1,1,3,5,0,0.2,2,1,0,192,?,55,43,191,9,?,1,3001,2993,56,0.950926,4,49,286,0,1247,0.742874,0.94382,1245,6.494792,6.518325,6,260,2,5347,264,13,223,38,2989,2592,28583,0,6,0,1,0,1,0,10,0,1,85,107,0,0,184,0,8,1,1,183,0,8,187,0,4,0,true
30537,/mnt/qualitas/qualitas_corpus_compile/axion-1.0-M2,org.axiondb.engine.commands,SelectCommand,'processFromTree(FromNode,Database)',2,0,14,4,0,6,164,39,0,25,0,46,0.222222,13,16,4,2,26,0,0.5,0,13,0,38,?,21,29,25,17,?,2,745,637,49,0.327635,0,39,130,0,150,0.926868,?,131,3.947368,5.24,17,145,0,2074,207,13,223,38,2989,2592,28583,0,17,0,0,0,0,0,17,0,0,27,10,1,0,0,0,38,0,0,0,0,38,24,0,1,0,true
35232,/mnt/qualitas/qualitas_corpus_compile/jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutSettings,'AnnealingLayoutSettings(AnnealingLayoutAlgorithm,boolean)',2,2,0,0,2,1,124,1,0,11,0,46,1,0,0,35,2,0,0,0,1,36,4,89,0,3,5,53,97,520,5,2078,1633,4,0.115126,34,1,94,0,136,0.959583,0.292929,88,1.52809,1.660377,50,400,1,12877,545,22,426,16,1879,1530,33431,0,59,2,2,34,34,34,63,0,0,65,3,21,0,0,0,89,0,0,0,0,89,52,0,1,0,false
35233,/mnt/qualitas/qualitas_corpus_compile/jgraphpad-5.10.0.2,org.jgraph.plugins.layouts,AnnealingLayoutSettings,revert(),0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,36,4,89,0,3,5,53,97,520,5,2078,1633,4,0.115126,34,1,94,0,136,0.959583,0.292929,88,1.52809,1.660377,50,400,1,12877,545,22,426,16,1879,1530,33431,0,59,2,2,34,34,34,63,0,0,65,3,21,0,0,0,89,0,0,0,0,89,52,0,1,0,false
